"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2006",14324.5572326001,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2007",15535.6785087788,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2008",15878.93876516,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2009",14662.007143121,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2010",14246.6654807457,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2011",14509.6274657598,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2012",14663.9571693786,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2013",15331.5280003144,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2014",15590.2038436724,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2015",16281.8887628456,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2016",17308.2480884711,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2017",18034.3202357225,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2018",18884.6048582884,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2019",19369.7525383766,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2020",18081.8372740657,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2021",18595.6199713011,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2022",19471.1645317924,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2023",20155.74,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2024",20718.9,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2025",21193.61,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2026",21616.73,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2027",22016.01,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2028",22407.43,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2029",22795.22,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2030",23180.8,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2031",23564.63,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2032",23946.5,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2033",24327,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2034",24707.51,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2035",25089.71,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2036",25475.01,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2037",25863.96,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2038",26256.42,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2039",26651.99,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2040",27050.3,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2041",27451.04,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2042",27853.6,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2043",28257.22,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2044",28661.32,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2045",29065.76,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2046",29470.66,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2047",29875.88,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2048",30281.17,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2049",30686.48,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2050",31092.06,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2051",31498.31,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2052",31904.76,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2053",32310.94,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2054",32716.47,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2055",33121.38,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2056",33526.32,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2057",33931.57,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2058",34337.96,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2059",34746.68,
"ISL","GDPLTFORECAST","TOT","MLN_USD","A","2060",35159.34,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","1990",91484.4298847185,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","1991",93249.7496144782,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","1992",96367.3444755233,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","1993",98962.1404317281,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","1994",104658.230031194,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","1995",114741.445893042,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","1996",122767.401080461,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","1997",135730.415558784,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","1998",147697.008933919,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","1999",162478.891746001,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2000",176682.40677356,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2001",186579.665243945,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2002",197466.211522274,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2003",204788.076349047,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2004",217853.163183858,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2005",230403.30131645,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2006",241946.798869756,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2007",254764.928441204,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2008",243233.717361804,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2009",231033.179953825,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2010",234410.208462782,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2011",235610.218895592,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2012",235341.506617651,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2013",238903.19105872,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2014",259346.25225326,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2015",324971.969013921,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2016",331413.989480156,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2017",362684.819972149,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2018",395137.148793946,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2019",418543.796267727,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2020",428903.465177275,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2021",447059.842885822,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2022",469989.291292843,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2023",486077.6,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2024",499694.8,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2025",512714,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2026",525615.2,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2027",538509.9,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2028",551471.8,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2029",564474.9,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2030",577467,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2031",590391.9,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2032",603190.2,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2033",615801.1,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2034",628168.4,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2035",640247.4,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2036",652011.5,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2037",663431.2,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2038",674510,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2039",685261.4,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2040",695708.8,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2041",705883.7,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2042",715796.4,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2043",725481.7,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2044",734979.5,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2045",744340.8,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2046",753631.2,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2047",762900.7,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2048",772235.2,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2049",781729.4,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2050",791481.8,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2051",801583.2,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2052",812072.2,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2053",822995.5,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2054",834391.9,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2055",846298.3,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2056",858744.2,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2057",871727.1,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2058",885220.9,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2059",899183.8,
"IRL","GDPLTFORECAST","TOT","MLN_USD","A","2060",913571,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","1990",1905978.69911942,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","1991",1935183.67699841,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","1992",1948718.05988948,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","1993",1931999.49817788,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","1994",1976073.34224916,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","1995",2034591.275523,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","1996",2054939.68897149,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","1997",2094906.47647638,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","1998",2129453.61408284,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","1999",2162970.56470975,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2000",2250670.74778675,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2001",2290685.99875269,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2002",2296398.59538222,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2003",2301524.21556715,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2004",2329750.52657048,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2005",2352990.78674183,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2006",2397242.66473964,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2007",2429501.86671646,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2008",2406110.93662286,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2009",2278022.68589901,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2010",2316145.83129158,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2011",2335690.82024332,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2012",2265334.32907802,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2013",2223127.25716777,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2014",2224670.91316356,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2015",2239361.70438689,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2016",2270829.51699675,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2017",2310379.62703473,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2018",2329254.24989937,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2019",2335873.57351828,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2020",2127287.78471542,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2021",2222062.50816054,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2022",2319555.08109737,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2023",2358352,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2024",2381006,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2025",2400207,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2026",2419400,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2027",2439110,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2028",2459268,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2029",2479450,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2030",2499387,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2031",2519003,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2032",2538250,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2033",2557195,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2034",2575930,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2035",2594577,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2036",2613308,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2037",2632221,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2038",2651463,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2039",2671185,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2040",2691580,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2041",2712857,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2042",2735116,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2043",2758472,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2044",2783027,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2045",2808880,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2046",2836098,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2047",2864663,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2048",2894576,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2049",2925860,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2050",2958571,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2051",2992767,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2052",3028468,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2053",3065678,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2054",3104397,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2055",3144604,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2056",3186243,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2057",3229273,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2058",3273632,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2059",3319288,
"ITA","GDPLTFORECAST","TOT","MLN_USD","A","2060",3366218,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","1990",4099858.62369063,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","1991",4236151.89562822,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","1992",4270846.32808236,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","1993",4278152.15553031,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","1994",4315098.27113042,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","1995",4428627.52371067,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","1996",4567415.99371652,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","1997",4612232.79176265,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","1998",4553642.19212623,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","1999",4538435.2503017,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2000",4663907.98241991,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2001",4681916.45731187,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2002",4683879.17330358,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2003",4755784.54444854,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2004",4859750.50926217,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2005",4947415.591088,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2006",5015311.45526613,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2007",5089737.14315476,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2008",5027424.05115,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2009",4741200.91715609,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2010",4935491.43913244,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2011",4936666.55614176,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2012",5004532.46256718,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2013",5104879.33757828,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2014",5119999.30528204,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2015",5199905.32915738,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2016",5239103.59900272,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2017",5326874.9825317,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2018",5356644.29130803,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2019",5357356.5127191,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2020",5104892.0427927,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2021",5239313.28747556,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2022",5345936.84053381,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2023",5405077,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2024",5445553,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2025",5477318,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2026",5506395,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2027",5536111,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2028",5567248,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2029",5599273,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2030",5631733,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2031",5664277,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2032",5696523,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2033",5727996,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2034",5758291,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2035",5787177,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2036",5814600,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2037",5840327,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2038",5864345,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2039",5886727,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2040",5907647,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2041",5927313,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2042",5945730,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2043",5962831,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2044",5978519,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2045",5992860,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2046",6006202,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2047",6018798,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2048",6031337,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2049",6044710,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2050",6059900,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2051",6077718,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2052",6098274,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2053",6121410,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2054",6146851,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2055",6174422,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2056",6204026,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2057",6235204,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2058",6267453,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2059",6300303,
"JPN","GDPLTFORECAST","TOT","MLN_USD","A","2060",6333415,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","1990",529623.483803886,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","1991",586706.716769172,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","1992",623074.446567185,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","1993",665926.347051972,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","1994",727648.710786844,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","1995",797608.97191822,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","1996",860545.929593898,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","1997",913646.367334374,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","1998",866781.350508637,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","1999",966174.668937203,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2000",1053718.1453188,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2001",1104848.7600872,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2002",1190199.78653244,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2003",1227658.95989185,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2004",1291465.31726304,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2005",1347108.4138313,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2006",1418024.72307854,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2007",1500263.63681093,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2008",1545466.47337375,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2009",1557717.37049152,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2010",1663717.3102682,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2011",1725036.4031584,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2012",1766480.93737553,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2013",1822385.02878196,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2014",1880745.83031388,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2015",1933577.92617651,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2016",1990558.30058627,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2017",2053452.80869935,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2018",2113154.73652213,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2019",2156249.4391754,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2020",2136698.15024827,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2021",2218625.00138037,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2022",2281506.06512033,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2023",2349122,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2024",2411710,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2025",2467435,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2026",2517095,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2027",2561915,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2028",2603098,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2029",2640880,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2030",2675388,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2031",2706738,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2032",2734977,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2033",2760248,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2034",2782706,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2035",2802504,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2036",2819806,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2037",2834723,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2038",2847348,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2039",2857763,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2040",2866099,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2041",2872548,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2042",2877185,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2043",2880217,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2044",2881917,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2045",2882610,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2046",2882620,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2047",2882168,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2048",2881451,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2049",2880641,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2050",2879909,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2051",2879399,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2052",2879103,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2053",2878902,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2054",2878608,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2055",2878089,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2056",2877322,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2057",2876209,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2058",2874752,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2059",2872951,
"KOR","GDPLTFORECAST","TOT","MLN_USD","A","2060",2870786,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","1990",24250.3994000342,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","1991",26346.6501258854,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","1992",26826.0676719365,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","1993",27952.9363457647,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","1994",29020.9960243736,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","1995",29436.6348004595,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","1996",29845.2221701626,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","1997",31551.5602507357,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","1998",33453.8906933659,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","1999",36284.2685799538,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2000",39264.1876551103,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2001",40255.334848772,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2002",41799.5926797722,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2003",42493.9527517654,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2004",44041.8544124592,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2005",45447.0815132296,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2006",47798.0610385802,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2007",51783.1208382383,
"LUX","GDPLTFORECAST","TOT","MLN_USD","A","2008",51106.6813656413,
